Navn;Type;SognNavn;SognKode;KommuneNavn;KommuneKode;RegionNavn;RegionKode;Kopieringsdato
Hundstrup Å;Å;Krarup;7747;Svendborg;479;Region Syddanmark;1083;23. maj 2013
Hundstrup Å;Å;Krarup;7747;Faaborg-Midtfyn;430;Region Syddanmark;1083;23. maj 2013
Hundstrup Å;Å;Ulbølle;7700;Svendborg;479;Region Syddanmark;1083;23. maj 2013
Hundstrup Å;Å;Ulbølle;7700;Faaborg-Midtfyn;430;Region Syddanmark;1083;23. maj 2013
Hundstrup Å;Å;Vester Åby;7697;Svendborg;479;Region Syddanmark;1083;23. maj 2013
Hundstrup Å;Å;Vester Åby;7697;Faaborg-Midtfyn;430;Region Syddanmark;1083;23. maj 2013
Hundsø;Ager/Mark;Ejerslev;8669;Morsø;773;Region Nordjylland;1081;23. maj 2013
Hundsø;Ager/Mark;Sejerslev;8668;Morsø;773;Region Nordjylland;1081;23. maj 2013
Hundsøre Odde;Odde;Strynø;7694;Langeland;482;Region Syddanmark;1083;23. maj 2013
Hundtofte;By;Stenstrup;7686;Svendborg;479;Region Syddanmark;1083;23. maj 2013
Hundtofte Mark;Spredt bebyggelse;Stenstrup;7686;Svendborg;479;Region Syddanmark;1083;23. maj 2013
Hundtoftered;Spredt bebyggelse;Stenstrup;7686;Svendborg;479;Region Syddanmark;1083;23. maj 2013
Hune;By;Hune;8425;Jammerbugt;849;Region Nordjylland;1081;23. maj 2013
Hune;Sogn;NULL;;Jammerbugt;849;Region Nordjylland;1081;23. maj 2013
Hune Bæk;Bæk;Hune;8425;Jammerbugt;849;Region Nordjylland;1081;23. maj 2013
Hune Bæk;Bæk;Jetsmark;8424;Jammerbugt;849;Region Nordjylland;1081;23. maj 2013
Hunesø;Sø ID;Magleby;7489;Vordingborg;390;Region Sjælland;1085;23. maj 2013
Hunetorp;Spredt bebyggelse;Hune;8425;Jammerbugt;849;Region Nordjylland;1081;23. maj 2013
Hungstrup Skov;Skov/Plantage;Tvede;8187;Randers;730;Region Midtjylland;1082;23. maj 2013
Hunkebjerg;By;Turup;7806;Assens;420;Region Syddanmark;1083;23. maj 2013
Hunseby;By;Hunseby;7646;Lolland;360;Region Sjælland;1085;23. maj 2013
Hunseby;Sogn;NULL;;Lolland;360;Region Sjælland;1085;23. maj 2013
Hunstrup;By;Hunstrup;8645;Thisted;787;Region Nordjylland;1081;23. maj 2013
Hunstrup;By;Højby;7261;Odsherred;306;Region Sjælland;1085;23. maj 2013
Hunstrup;Sogn;NULL;;Thisted;787;Region Nordjylland;1081;23. maj 2013
Hunstrup;Spredt bebyggelse;Hammer;7506;Næstved;370;Region Sjælland;1085;23. maj 2013
Hurup;By;Hurup;8650;Thisted;787;Region Nordjylland;1081;23. maj 2013
Hurup;By;Heltborg;8686;Thisted;787;Region Nordjylland;1081;23. maj 2013
Hurup;Sogn;NULL;;Thisted;787;Region Nordjylland;1081;23. maj 2013
Hurup Thy;Standsningssted;Hurup;8650;Thisted;787;Region Nordjylland;1081;23. maj 2013
Husbjerg;Bakke;Ho;8884;Varde;573;Region Syddanmark;1083;23. maj 2013
Husbjerge;Bakke;Marie Magdalene;8219;Syddjurs;706;Region Midtjylland;1082;23. maj 2013
Husby;By;Husby;7842;Middelfart;410;Region Syddanmark;1083;23. maj 2013
Husby;By;Husby;8739;Holstebro;661;Region Midtjylland;1082;23. maj 2013
Husby;By;Grejs;7898;Vejle;630;Region Syddanmark;1083;23. maj 2013
Husby;By;Kollerup;7907;Vejle;630;Region Syddanmark;1083;23. maj 2013
Husby;By;Dannemare;7630;Lolland;360;Region Sjælland;1085;23. maj 2013
Husby;By;Nordlunde;7623;Lolland;360;Region Sjælland;1085;23. maj 2013
Husby;By;Kettrup;8716;Jammerbugt;849;Region Nordjylland;1081;23. maj 2013
Husby;Sogn;NULL;;Middelfart;410;Region Syddanmark;1083;23. maj 2013
Husby;Sogn;NULL;;Holstebro;661;Region Midtjylland;1082;23. maj 2013
Husby;Sogn;NULL;;Ringkøbing-Skjern;760;Region Midtjylland;1082;23. maj 2013
Husby Klit;Sand/Klit;Vedersø;8761;Ringkøbing-Skjern;760;Region Midtjylland;1082;23. maj 2013
Husby Klit;Sand/Klit;Vedersø;8761;Holstebro;661;Region Midtjylland;1082;23. maj 2013
Husby Klit;Sand/Klit;Sønder Nissum;8740;Ringkøbing-Skjern;760;Region Midtjylland;1082;23. maj 2013
Husby Klit;Sand/Klit;Sønder Nissum;8740;Holstebro;661;Region Midtjylland;1082;23. maj 2013
Husby Klit;Sand/Klit;Husby;8739;Ringkøbing-Skjern;760;Region Midtjylland;1082;23. maj 2013
Husby Klit;Sand/Klit;Husby;8739;Holstebro;661;Region Midtjylland;1082;23. maj 2013
Husby Klitplantage;Skov/Plantage;Sønder Nissum;8740;Holstebro;661;Region Midtjylland;1082;23. maj 2013
Husby Klitplantage;Skov/Plantage;Husby;8739;Holstebro;661;Region Midtjylland;1082;23. maj 2013
Husby Sø;Sø ID;Husby;8739;Holstebro;661;Region Midtjylland;1082;23. maj 2013
Husby Sø;Sø ID;Staby;8741;Holstebro;661;Region Midtjylland;1082;23. maj 2013
Huse Herrestrup;Spredt bebyggelse;Nordrupvester;7351;Slagelse;330;Region Sjælland;1085;23. maj 2013
Huseby;By;Annisse;7396;Gribskov;270;Region Hovedstaden;1084;23. maj 2013
Husemose;Anden større gård/Proprietærgård;Ubberud;7786;Odense;461;Region Syddanmark;1083;23. maj 2013
Husmandsgyden;Spredt bebyggelse;Sønder Broby;7755;Faaborg-Midtfyn;430;Region Syddanmark;1083;23. maj 2013
Husodde;Bydel;Vær;8048;Horsens;615;Region Midtjylland;1082;23. maj 2013
Husodde;Odde;Vær;8048;Horsens;615;Region Midtjylland;1082;23. maj 2013
Hussted Klit;Sand/Klit;Råbjerg;8481;Frederikshavn;813;Region Nordjylland;1081;23. maj 2013
Husted;Spredt bebyggelse;Lunde;8876;Varde;573;Region Syddanmark;1083;23. maj 2013
Husted;Spredt bebyggelse;Outrup;8877;Varde;573;Region Syddanmark;1083;23. maj 2013
Husted;Spredt bebyggelse;Sevel;8836;Holstebro;661;Region Midtjylland;1082;23. maj 2013
Husted Gårde;Spredt bebyggelse;Stadil;8758;Ringkøbing-Skjern;760;Region Midtjylland;1082;23. maj 2013
Husum;Bydel;Tingbjerg;9133;København;101;Region Hovedstaden;1084;23. maj 2013
Husum;Bydel;Husumvold;7070;København;101;Region Hovedstaden;1084;23. maj 2013
Husum;Bydel;Husum;7067;København;101;Region Hovedstaden;1084;23. maj 2013
Husum;Sogn;NULL;;København;101;Region Hovedstaden;1084;23. maj 2013
Husum;Spredt bebyggelse;Brande;7974;Ikast-Brande;756;Region Midtjylland;1082;23. maj 2013
Husum Gårde;By;Glenstrup;8185;Mariagerfjord;846;Region Nordjylland;1081;23. maj 2013
Husum-Ballum;By;Ballum;9054;Tønder;550;Region Syddanmark;1083;23. maj 2013
Husumvold;Sogn;NULL;;København;101;Region Hovedstaden;1084;23. maj 2013
Hvalløs;By;Voldum;8143;Favrskov;710;Region Midtjylland;1082;23. maj 2013
Hvalløs Vie;By;Rud;8144;Favrskov;710;Region Midtjylland;1082;23. maj 2013
Hvalløs Vie;By;Voldum;8143;Favrskov;710;Region Midtjylland;1082;23. maj 2013
Hvalpsund;Sund;NULL;;NULL;0;NULL;;23. maj 2013
Hvalskov;Spredt bebyggelse;Nødager;8177;Syddjurs;706;Region Midtjylland;1082;23. maj 2013
Hvam;By;Borbjerg;8821;Holstebro;661;Region Midtjylland;1082;23. maj 2013
Hvam;Sogn;NULL;;Vesthimmerlands;820;Region Nordjylland;1081;23. maj 2013
Hvam;Sogn;NULL;;Viborg;791;Region Midtjylland;1082;23. maj 2013
Hvam;Sogn;NULL;;Viborg;791;Region Nordjylland;1081;23. maj 2013
Hvam;Sogn;NULL;;Vesthimmerlands;820;Region Midtjylland;1082;23. maj 2013
Hvam Mejeriby;By;Borbjerg;8821;Holstebro;661;Region Midtjylland;1082;23. maj 2013
Hvam Stationsby;By;Hvam;8523;Viborg;791;Region Midtjylland;1082;23. maj 2013
Hvarre Hede;Spredt bebyggelse;Vebbestrup;8314;Mariagerfjord;846;Region Nordjylland;1081;23. maj 2013
Hvarre Hede;Spredt bebyggelse;Store Arden;8312;Mariagerfjord;846;Region Nordjylland;1081;23. maj 2013
Hvarre Huse;By;Vebbestrup;8314;Mariagerfjord;846;Region Nordjylland;1081;23. maj 2013
Hvarre Mark;Spredt bebyggelse;Vebbestrup;8314;Mariagerfjord;846;Region Nordjylland;1081;23. maj 2013
Hvashøj;Gravhøj;Møborg;8849;Lemvig;665;Region Midtjylland;1082;23. maj 2013
Hvedde;Spredt bebyggelse;Assing;8809;Herning;657;Region Midtjylland;1082;23. maj 2013
Hvedehave;Spredt bebyggelse;Blovstrød;7449;Hørsholm;223;Region Hovedstaden;1084;23. maj 2013
Hvedholm;Herregård;Horne;7763;Faaborg-Midtfyn;430;Region Syddanmark;1083;23. maj 2013
Hvedstrup;By;Hvedstrup;7161;Roskilde;265;Region Sjælland;1085;23. maj 2013
Hvedstrup;Sogn;NULL;;Roskilde;265;Region Sjælland;1085;23. maj 2013
Hvejnkær;Spredt bebyggelse;Sevel;8836;Holstebro;661;Region Midtjylland;1082;23. maj 2013
Hvejsel;By;Hvejsel;7902;Vejle;630;Region Syddanmark;1083;23. maj 2013
Hvejsel;Sogn;NULL;;Vejle;630;Region Syddanmark;1083;23. maj 2013
Hvelplund Mark;Spredt bebyggelse;Sønder Omme;7979;Billund;530;Region Syddanmark;1083;23. maj 2013
Hvent;By;Vesterø;8439;Læsø;825;Region Nordjylland;1081;23. maj 2013
Hverrehus;Sommerhusbebyggelse;Ulbjerg;8532;Viborg;791;Region Midtjylland;1082;23. maj 2013
Hverremose;Spredt bebyggelse;Sahl;8832;Holstebro;661;Region Midtjylland;1082;23. maj 2013
Hverrestrup;Spredt bebyggelse;Simested;8521;Vesthimmerlands;820;Region Nordjylland;1081;23. maj 2013
Hverringe;Herregård;Viby;7874;Kerteminde;440;Region Syddanmark;1083;23. maj 2013
Hveskær;Mose/Sump;Lomborg;8845;Lemvig;665;Region Midtjylland;1082;23. maj 2013
Hvidbakke;Bakke;Gjesing;8267;Norddjurs;707;Region Midtjylland;1082;23. maj 2013
Hvidbanke;Bakke;Vesterø;8439;Læsø;825;Region Nordjylland;1081;23. maj 2013
Hvidbjerg;By;Hvidbjerg;8655;Struer;671;Region Midtjylland;1082;23. maj 2013
Hvidbjerg;By;Hvidbjerg;8580;Skive;779;Region Midtjylland;1082;23. maj 2013
Hvidbjerg;Bydel;Oksby;8885;Varde;573;Region Syddanmark;1083;23. maj 2013
Hvidbjerg;Sogn;NULL;;Skive;779;Region Midtjylland;1082;23. maj 2013
Hvidbjerg;Sogn;NULL;;Struer;671;Region Midtjylland;1082;23. maj 2013
Hvidbjerg;Sogn;NULL;;Morsø;773;Region Nordjylland;1081;23. maj 2013
Hvidbjerg;Sommerhusbebyggelse;Gårslev;7922;Vejle;630;Region Syddanmark;1083;23. maj 2013
Hvidbjerg Klitplantage;Skov/Plantage;Hvidbjerg Vesten Å;8689;Thisted;787;Region Nordjylland;1081;23. maj 2013
Hvidbjerg Vesten Å;Sogn;NULL;;Thisted;787;Region Nordjylland;1081;23. maj 2013
Hvidbjerg Å;Bæk;Hvidbjerg Vesten Å;8689;Thisted;787;Region Nordjylland;1081;23. maj 2013
Hvidbjerg Å;Bæk;Bedsted;8687;Thisted;787;Region Nordjylland;1081;23. maj 2013
Hvidbjerg Å;Bæk;Vestervig;8648;Thisted;787;Region Nordjylland;1081;23. maj 2013
Hvidbjerg Å;Bæk;Lodbjerg;8691;Thisted;787;Region Nordjylland;1081;23. maj 2013
Hvidbjerg Å;Bæk;Ørum;8690;Thisted;787;Region Nordjylland;1081;23. maj 2013
Hvidbjergkær;Spredt bebyggelse;Hvidbjerg;8580;Skive;779;Region Midtjylland;1082;23. maj 2013
Hvidding;By;Vorning;8639;Viborg;791;Region Midtjylland;1082;23. maj 2013
Hvidding Skovagre;Spredt bebyggelse;Vorning;8639;Viborg;791;Region Midtjylland;1082;23. maj 2013
Hvidding Sønderhede;Spredt bebyggelse;Hammershøj;8641;Viborg;791;Region Midtjylland;1082;23. maj 2013
Hvidding Sønderhede;Spredt bebyggelse;Vorning;8639;Viborg;791;Region Midtjylland;1082;23. maj 2013
Hvide Sande;By;Hvide Sande;9172;Ringkøbing-Skjern;760;Region Midtjylland;1082;23. maj 2013
Hvide Sande;Sogn;NULL;;Ringkøbing-Skjern;760;Region Midtjylland;1082;23. maj 2013
Hvidebakke;Bakke;Lild;8715;Thisted;787;Region Nordjylland;1081;23. maj 2013
Hvidebjerg;Bakke;Nysogn;8763;Ringkøbing-Skjern;760;Region Midtjylland;1082;23. maj 2013
Hvidebjerge;Sand/Klit;NULL;;Varde;573;Region Syddanmark;1083;23. maj 2013
Hvidegrøft;Bæk;Skagen;8480;Frederikshavn;813;Region Nordjylland;1081;23. maj 2013
Hvidegård;Spredt bebyggelse;Bistrup;9101;Hjørring;860;Region Nordjylland;1081;23. maj 2013
Hvidegårde;Spredt bebyggelse;Egtved;7925;Vejle;630;Region Syddanmark;1083;23. maj 2013
Hvidegårde;Spredt bebyggelse;Ødsted;7926;Vejle;630;Region Syddanmark;1083;23. maj 2013
Hvideklint;Bydel;Kregme;7399;Halsnæs;260;Region Hovedstaden;1084;23. maj 2013
Hvideklint;Klint;Raklev;7269;Kalundborg;326;Region Sjælland;1085;23. maj 2013
Hvideklit;Sand/Klit;Råbjerg;8481;Frederikshavn;813;Region Nordjylland;1081;23. maj 2013
Hvidemose;By;Ejsing;8833;Holstebro;661;Region Midtjylland;1082;23. maj 2013
Hvidemose;Spredt bebyggelse;Råbjerg;8481;Frederikshavn;813;Region Nordjylland;1081;23. maj 2013
Hvideodde;Odde;Knudsker;7553;Bornholm;400;Region Hovedstaden;1084;23. maj 2013
Hvidevold;Spredt bebyggelse;Vennebjerg;8469;Hjørring;860;Region Nordjylland;1081;23. maj 2013
Hvidhøjgård;Anden større gård/Proprietærgård;Ravsted;9060;Aabenraa;580;Region Syddanmark;1083;23. maj 2013
Hviding;Bydel;Hviding;9030;Esbjerg;561;Region Syddanmark;1083;23. maj 2013
Hviding;Sogn;NULL;;Esbjerg;561;Region Syddanmark;1083;23. maj 2013
Hvidkilde;By;Egense;7681;Svendborg;479;Region Syddanmark;1083;23. maj 2013
Hvidkilde;Herregård;Egense;7681;Svendborg;479;Region Syddanmark;1083;23. maj 2013
Hvidklint;Bakke;Helnæs;7822;Assens;420;Region Syddanmark;1083;23. maj 2013
Hvidmose;Ager/Mark;Ilskov;8801;Herning;657;Region Midtjylland;1082;23. maj 2013
Hvidmose;Ager/Mark;Borbjerg;8821;Holstebro;661;Region Midtjylland;1082;23. maj 2013
Hvidovre;By;Strandmark;7142;Hvidovre;167;Region Hovedstaden;1084;23. maj 2013
Hvidovre;By;Hvidovre;7141;Hvidovre;167;Region Hovedstaden;1084;23. maj 2013
Hvidovre;By;Risbjerg;7143;Hvidovre;167;Region Hovedstaden;1084;23. maj 2013
Hvidovre;By;Avedøre;7146;Hvidovre;167;Region Hovedstaden;1084;23. maj 2013
Hvidovre;Kommune;NULL;;NULL;0;Region Hovedstaden;1084;23. maj 2013
Hvidovre;Sogn;NULL;;Hvidovre;167;Region Hovedstaden;1084;23. maj 2013
Hvidsted;Spredt bebyggelse;Tårs;8458;Hjørring;860;Region Nordjylland;1081;23. maj 2013
Hvidsted;Spredt bebyggelse;Vrejlev;8404;Hjørring;860;Region Nordjylland;1081;23. maj 2013
Hvidsten;By;Gassum;8156;Randers;730;Region Midtjylland;1082;23. maj 2013
Hvidstensmark;Spredt bebyggelse;Vestenskov;7628;Lolland;360;Region Sjælland;1085;23. maj 2013
Hvidøre;Pynt;Skovshoved;7116;Gentofte;157;Region Hovedstaden;1084;23. maj 2013
Hvilebjerg Vænge;Skov/Plantage;Sørbymagle;7314;Slagelse;330;Region Sjælland;1085;23. maj 2013
Hvileholm;By;Birkende;7870;Kerteminde;440;Region Syddanmark;1083;23. maj 2013
Hvilehøj;Bakke;Enghøj;9151;Randers;730;Region Midtjylland;1082;23. maj 2013
Hvilehøj;Bakke;Sankt Andreas;9078;Randers;730;Region Midtjylland;1082;23. maj 2013
Hvilested;By;Janderup;8874;Varde;573;Region Syddanmark;1083;23. maj 2013
Hvilhuse;By;Øster Tørslev;8195;Randers;730;Region Midtjylland;1082;23. maj 2013
Hvilhuse;By;Råby;8193;Randers;730;Region Midtjylland;1082;23. maj 2013
Hvilhøj;Bydel;Dybbøl;9006;Sønderborg;540;Region Syddanmark;1083;23. maj 2013
Hvilsager;By;Hvilsager;8223;Syddjurs;706;Region Midtjylland;1082;23. maj 2013
Hvilsager;Sogn;NULL;;Syddjurs;706;Region Midtjylland;1082;23. maj 2013
Hvilsager Skov;Skov/Plantage;Hvilsager;8223;Syddjurs;706;Region Midtjylland;1082;23. maj 2013
Hvilsbjerg;Anden større gård/Proprietærgård;Gauerslund;7916;Vejle;630;Region Syddanmark;1083;23. maj 2013
Hvilshøj;By;Øster Brønderslev;8418;Brønderslev;810;Region Nordjylland;1081;23. maj 2013
Hvilshøj Mark;Spredt bebyggelse;Øster Brønderslev;8418;Brønderslev;810;Region Nordjylland;1081;23. maj 2013
Hvilshøje;Gravhøj;Øster Brønderslev;8418;Brønderslev;810;Region Nordjylland;1081;23. maj 2013
Hvilsom;By;Hvilsom;8524;Mariagerfjord;846;Region Nordjylland;1081;23. maj 2013
Hvilsom;Sogn;NULL;;Mariagerfjord;846;Region Midtjylland;1082;23. maj 2013
Hvilsom;Sogn;NULL;;Viborg;791;Region Midtjylland;1082;23. maj 2013
Hvilsom;Sogn;NULL;;Viborg;791;Region Nordjylland;1081;23. maj 2013
Hvilsom;Sogn;NULL;;Mariagerfjord;846;Region Nordjylland;1081;23. maj 2013
Hvilsom Hede;Spredt bebyggelse;Hvilsom;8524;Mariagerfjord;846;Region Nordjylland;1081;23. maj 2013
Hvilsted;By;Hvilsted;8113;Aarhus;751;Region Midtjylland;1082;23. maj 2013
Hvilsted;Sogn;NULL;;Aarhus;751;Region Midtjylland;1082;23. maj 2013
Hvilsted;Sogn;NULL;;Odder;727;Region Midtjylland;1082;23. maj 2013
Hvims;By;Råbjerg;8481;Frederikshavn;813;Region Nordjylland;1081;23. maj 2013
Hvims;Spredt bebyggelse;Astrup;8460;Hjørring;860;Region Nordjylland;1081;23. maj 2013
Hvinderup;By;Tyrstrup;8985;Kolding;621;Region Syddanmark;1083;23. maj 2013
Hvinderuprude;By;Tyrstrup;8985;Kolding;621;Region Syddanmark;1083;23. maj 2013
Hvingel;Spredt bebyggelse;Hee;8752;Ringkøbing-Skjern;760;Region Midtjylland;1082;23. maj 2013
Hvingelby;By;Lomborg;8845;Lemvig;665;Region Midtjylland;1082;23. maj 2013
Hvingelhat;Spredt bebyggelse;Suldrup;8340;Rebild;840;Region Nordjylland;1081;23. maj 2013
Hvinningdal;Bydel;Balle;8496;Silkeborg;740;Region Midtjylland;1082;23. maj 2013
Hvinningdal Hede;Spredt bebyggelse;Balle;8496;Silkeborg;740;Region Midtjylland;1082;23. maj 2013
Hvirlå;Å;Højst;9058;Tønder;550;Region Syddanmark;1083;23. maj 2013
Hvirlå;Å;Bylderup;9057;Aabenraa;580;Region Syddanmark;1083;23. maj 2013
Hvirlå;Å;Hjordkær;9011;Tønder;550;Region Syddanmark;1083;23. maj 2013
Hvirlå;Å;Burkal;9056;Aabenraa;580;Region Syddanmark;1083;23. maj 2013
Hvirlå;Å;Burkal;9056;Tønder;550;Region Syddanmark;1083;23. maj 2013
Hvirlå;Å;Tønder;9039;Aabenraa;580;Region Syddanmark;1083;23. maj 2013
Hvirlå;Å;Tønder;9039;Tønder;550;Region Syddanmark;1083;23. maj 2013
Hvirlå;Å;Egvad;9018;Aabenraa;580;Region Syddanmark;1083;23. maj 2013
Hvirlå;Å;Egvad;9018;Tønder;550;Region Syddanmark;1083;23. maj 2013
Hvirlå;Å;Hellevad;9017;Aabenraa;580;Region Syddanmark;1083;23. maj 2013
Hvirlå;Å;Hellevad;9017;Tønder;550;Region Syddanmark;1083;23. maj 2013
Hvirlå;Å;Rise;9014;Aabenraa;580;Region Syddanmark;1083;23. maj 2013
Hvirlå;Å;Rise;9014;Tønder;550;Region Syddanmark;1083;23. maj 2013
Hvirlå;Å;Hjordkær;9011;Aabenraa;580;Region Syddanmark;1083;23. maj 2013
Hvirlå;Å;Højst;9058;Aabenraa;580;Region Syddanmark;1083;23. maj 2013
Hvirlå;Å;Hostrup;9059;Tønder;550;Region Syddanmark;1083;23. maj 2013
Hvirlå;Å;Hostrup;9059;Aabenraa;580;Region Syddanmark;1083;23. maj 2013
Hvirlå;Å;Ravsted;9060;Tønder;550;Region Syddanmark;1083;23. maj 2013
Hvirlå;Å;Ravsted;9060;Aabenraa;580;Region Syddanmark;1083;23. maj 2013
Hvirlå;Å;Bylderup;9057;Tønder;550;Region Syddanmark;1083;23. maj 2013
Hvirp;Bydel;Fur;8548;Skive;779;Region Midtjylland;1082;23. maj 2013
Hvirrekær;Spredt bebyggelse;Bjergby;8461;Hjørring;860;Region Nordjylland;1081;23. maj 2013
Hvirring;By;Hvirring;8057;Hedensted;766;Region Midtjylland;1082;23. maj 2013
Hvirring;Sogn;NULL;;Hedensted;766;Region Midtjylland;1082;23. maj 2013
Hvirvelbakke;Bakke;Sønderholm;8329;Aalborg;851;Region Nordjylland;1081;23. maj 2013
Hvissinge;Bydel;Glostrup;7147;Glostrup;161;Region Hovedstaden;1084;23. maj 2013
Hvolby;Spredt bebyggelse;Vemb;8828;Holstebro;661;Region Midtjylland;1082;23. maj 2013
Hvolby;Spredt bebyggelse;Ulfborg;8742;Holstebro;661;Region Midtjylland;1082;23. maj 2013
Hvolbæk;By;Fruering;8035;Skanderborg;746;Region Midtjylland;1082;23. maj 2013
Hvoldal;Spredt bebyggelse;Råsted;8744;Holstebro;661;Region Midtjylland;1082;23. maj 2013
Hvolgård Ødemark;Spredt bebyggelse;Langskov;7901;Hedensted;766;Region Midtjylland;1082;23. maj 2013
Hvolgård Ødemark;Spredt bebyggelse;Sindbjerg;7899;Hedensted;766;Region Midtjylland;1082;23. maj 2013
Hvolgårds Mark;Spredt bebyggelse;Øland;8394;Jammerbugt;849;Region Nordjylland;1081;23. maj 2013
Hvollig Høj;Bakke;Sønder Borris;8777;Ringkøbing-Skjern;760;Region Midtjylland;1082;23. maj 2013
Hvornum;By;Hvornum;8206;Mariagerfjord;846;Region Nordjylland;1081;23. maj 2013
Hvornum;Sogn;NULL;;Viborg;791;Region Nordjylland;1081;23. maj 2013
Hvornum;Sogn;NULL;;Mariagerfjord;846;Region Nordjylland;1081;23. maj 2013
Hvornum;Sogn;NULL;;Mariagerfjord;846;Region Midtjylland;1082;23. maj 2013
Hvornum;Sogn;NULL;;Viborg;791;Region Midtjylland;1082;23. maj 2013
Hvornum Høje;By;Hvornum;8206;Mariagerfjord;846;Region Nordjylland;1081;23. maj 2013
Hvorslev;By;Hvorslev;8486;Favrskov;710;Region Midtjylland;1082;23. maj 2013
Hvorslev;Sogn;NULL;;Favrskov;710;Region Midtjylland;1082;23. maj 2013
Hvorup;By;Hvorup;8376;Aalborg;851;Region Nordjylland;1081;23. maj 2013
Hvorup;Sogn;NULL;;Aalborg;851;Region Nordjylland;1081;23. maj 2013
Hvorup Klit;Sommerhusbebyggelse;Ingstrup;8420;Jammerbugt;849;Region Nordjylland;1081;23. maj 2013
Hvorup Mose;Skov/Plantage;Hvorup;8376;Aalborg;851;Region Nordjylland;1081;23. maj 2013
Hvorup og Hedelund Plantage;Skov/Plantage;Lindholm;8377;Aalborg;851;Region Nordjylland;1081;23. maj 2013
Hvorup og Hedelund Plantage;Skov/Plantage;Hvorup;8376;Aalborg;851;Region Nordjylland;1081;23. maj 2013
Hvorupgård;By;Sulsted;8381;Aalborg;851;Region Nordjylland;1081;23. maj 2013
Hvorupgård;By;Hvorup;8376;Aalborg;851;Region Nordjylland;1081;23. maj 2013
Hvorupgård Mark;Spredt bebyggelse;Hvorup;8376;Aalborg;851;Region Nordjylland;1081;23. maj 2013
Hvoruptorp;Anden større gård/Proprietærgård;Hvorup;8376;Aalborg;851;Region Nordjylland;1081;23. maj 2013
Hvorvarp;By;Ulstrup;8273;Vesthimmerlands;820;Region Nordjylland;1081;23. maj 2013
Hybjerg Huse;By;Tolstrup;8412;Brønderslev;810;Region Nordjylland;1081;23. maj 2013
Hyby Lund;Bydel;Christians;7912;Fredericia;607;Region Syddanmark;1083;23. maj 2013
Hyby Lund;Bydel;Trinitatis;7909;Fredericia;607;Region Syddanmark;1083;23. maj 2013
Hydesby;Spredt bebyggelse;Radsted;7595;Guldborgsund;376;Region Sjælland;1085;23. maj 2013
Hydeskov;Skov/Plantage;Radsted;7595;Guldborgsund;376;Region Sjælland;1085;23. maj 2013
Hydevad;By;Hellevad;9017;Aabenraa;580;Region Syddanmark;1083;23. maj 2013
Hydevad Mark;Spredt bebyggelse;Hellevad;9017;Aabenraa;580;Region Syddanmark;1083;23. maj 2013
Hygild;Spredt bebyggelse;Ejstrup;8000;Ikast-Brande;756;Region Midtjylland;1082;23. maj 2013
Hygind;By;Husby;7842;Middelfart;410;Region Syddanmark;1083;23. maj 2013
Hygind Torp;Anden større gård/Proprietærgård;Husby;7842;Middelfart;410;Region Syddanmark;1083;23. maj 2013
Hygum;By;Kollerup;7907;Vejle;630;Region Syddanmark;1083;23. maj 2013
Hygum;Sogn;NULL;;Lemvig;665;Region Midtjylland;1082;23. maj 2013
Hygum;Spredt bebyggelse;Vester Nebel;8919;Esbjerg;561;Region Syddanmark;1083;23. maj 2013
Hygum Gammelmark;Spredt bebyggelse;Sønder Hygum;8951;Vejen;575;Region Syddanmark;1083;23. maj 2013
Hygum Nor;Sø ID;Hygum;8859;Lemvig;665;Region Midtjylland;1082;23. maj 2013
Hygum Nymark;Spredt bebyggelse;Sønder Hygum;8951;Vejen;575;Region Syddanmark;1083;23. maj 2013
Hygum Nørremark;Spredt bebyggelse;Sønder Hygum;8951;Vejen;575;Region Syddanmark;1083;23. maj 2013
Hygumskov;Spredt bebyggelse;Sønder Hygum;8951;Vejen;575;Region Syddanmark;1083;23. maj 2013
Hykær;Sø ID;Nors;8734;Thisted;787;Region Nordjylland;1081;23. maj 2013
Hylbjerg Høj;Bakke;Venø;8855;Struer;671;Region Midtjylland;1082;23. maj 2013
Hyldager;Spredt bebyggelse;Errindlev;7655;Lolland;360;Region Sjælland;1085;23. maj 2013
Hyldager;Spredt bebyggelse;Bøvling;8847;Lemvig;665;Region Midtjylland;1082;23. maj 2013
Hyldal;Spredt bebyggelse;Suldrup;8340;Rebild;840;Region Nordjylland;1081;23. maj 2013
Hyldal;Spredt bebyggelse;Møborg;8849;Lemvig;665;Region Midtjylland;1082;23. maj 2013
Hyldelund;Spredt bebyggelse;Lindknud;8925;Vejen;575;Region Syddanmark;1083;23. maj 2013
Hyldemark;Spredt bebyggelse;Kirke Stillinge;7359;Slagelse;330;Region Sjælland;1085;23. maj 2013
Hyldig Gårde;By;Tødsø;8681;Morsø;773;Region Nordjylland;1081;23. maj 2013
Hyldshuse;By;Gislev;7768;Faaborg-Midtfyn;430;Region Syddanmark;1083;23. maj 2013
Hyldshuse;By;Ryslinge;7767;Faaborg-Midtfyn;430;Region Syddanmark;1083;23. maj 2013
Hyldtofte;By;Olstrup;7656;Lolland;360;Region Sjælland;1085;23. maj 2013
Hyldtofte;By;Tågerup;7653;Lolland;360;Region Sjælland;1085;23. maj 2013
Hyldtofte Fæland;Spredt bebyggelse;Tågerup;7653;Lolland;360;Region Sjælland;1085;23. maj 2013
